aspect,mentions,share_of_comments,mean_score,pct_negative,score_vs_overall
completeness,3381,0.08250970056373087,1.707187222715173,0.7752144335995268,-1.963
expectation_match,3196,0.07799497278961369,3.268773466833542,0.35857321652065083,-0.401
seller_service,5548,0.13539302535568734,3.3680605623648163,0.3583273251622206,-0.302
delivery,22529,0.5497962271518169,3.4844866616361134,0.3201207332771095,-0.185
product_quality,4237,0.10339946799424067,3.6143497757847536,0.2810951144677838,-0.056
price_value,1817,0.04434194792200503,3.593285635663181,0.27077600440286187,-0.077
packaging,1881,0.04590379969251043,3.681552365762892,0.2503987240829346,0.012
